tract_id,tract_name,borough,disability_rate,senior_rate,poverty_rate,total_population,need_score,has_accessible_station,accessible_station_count,nearest_accessible_station_id,nearest_accessible_station_name,nearest_accessible_distance_meters,gap_score,gap_label
36061019400,Census Tract 194; New York County; New York,Manhattan,0.1251,0.1620,0.2155,6487,0.1675,true,1,392,125 St,455.81,0.0000,covered
36061019600,Census Tract 196; New York County; New York,Manhattan,0.0705,0.2710,0.1339,4067,0.1585,true,1,392,125 St,169.26,0.0000,covered
36061019800,Census Tract 198; New York County; New York,Manhattan,0.0212,0.2289,0.0204,2534,0.0902,true,1,392,125 St,403.09,0.0000,covered
36061020000,Census Tract 200; New York County; New York,Manhattan,0.0498,0.2079,0.0449,2954,0.1009,true,1,392,125 St,668.82,0.0000,covered
36061020102,Census Tract 201.02; New York County; New York,Manhattan,0.0417,0.0967,0.0645,4045,0.0676,true,1,153,125 St,764.45,0.0000,covered
36061020600,Census Tract 206; New York County; New York,Manhattan,0.0352,0.0985,0.0987,3411,0.0775,true,2,392,125 St,472.55,0.0000,covered
36061020701,Census Tract 207.01; New York County; New York,Manhattan,0.0130,0.0707,0.0509,2856,0.0449,true,1,153,125 St,566.95,0.0000,covered
36061020800,Census Tract 208; New York County; New York,Manhattan,0.0304,0.0998,0.1107,5573,0.0803,true,2,438,135 St,519.86,0.0000,covered
36061020901,Census Tract 209.01; New York County; New York,Manhattan,0.0577,0.1059,0.1226,3382,0.0954,true,1,153,125 St,229.41,0.0000,covered
36061021000,Census Tract 210; New York County; New York,Manhattan,0.1396,0.1714,0.2327,6324,0.1812,true,1,438,135 St,446.60,0.0000,covered
36061021100,Census Tract 211; New York County; New York,Manhattan,0.1358,0.1587,0.2462,10222,0.1802,true,1,153,125 St,786.29,0.0000,covered
36061021200,Census Tract 212; New York County; New York,Manhattan,0.0419,0.2186,0.0922,4905,0.1176,true,1,438,135 St,157.83,0.0000,covered
36061021303,Census Tract 213.03; New York County; New York,Manhattan,0.0902,0.1218,0.1283,6381,0.1134,true,1,153,125 St,390.46,0.0000,covered
36061021400,Census Tract 214; New York County; New York,Manhattan,0.0540,0.2440,0.0665,2902,0.1215,true,1,438,135 St,551.09,0.0000,covered
36061021500,Census Tract 215; New York County; New York,Manhattan,0.0347,0.1090,0.0693,4054,0.0710,true,2,153,125 St,361.60,0.0000,covered
36061021703,Census Tract 217.03; New York County; New York,Manhattan,0.0032,0.0000,0.0000,211,0.0011,true,1,153,125 St,788.39,0.0000,covered
36061022000,Census Tract 220; New York County; New York,Manhattan,0.0497,0.1439,0.1023,6102,0.0986,true,1,153,125 St,608.91,0.0000,covered
36061022102,Census Tract 221.02; New York County; New York,Manhattan,0.0149,0.0541,0.0219,2365,0.0303,true,1,438,135 St,670.76,0.0000,covered
36061022200,Census Tract 222; New York County; New York,Manhattan,0.0422,0.1017,0.0687,3501,0.0709,true,1,153,125 St,429.34,0.0000,covered
36061022400,Census Tract 224; New York County; New York,Manhattan,0.1171,0.1223,0.1918,6931,0.1437,true,2,153,125 St,453.38,0.0000,covered
36061022600,Census Tract 226; New York County; New York,Manhattan,0.0731,0.0988,0.1139,5052,0.0953,true,2,438,135 St,351.38,0.0000,covered
36061022800,Census Tract 228; New York County; New York,Manhattan,0.1371,0.1732,0.1299,6548,0.1467,true,1,438,135 St,281.37,0.0000,covered
36061023000,Census Tract 230; New York County; New York,Manhattan,0.1716,0.1676,0.3399,9357,0.2264,true,1,438,135 St,474.70,0.0000,covered
36061023200,Census Tract 232; New York County; New York,Manhattan,0.1567,0.0660,0.4415,9279,0.2214,true,1,438,135 St,761.58,0.0000,covered
36061023803,Census Tract 238.03; New York County; New York,Manhattan,0.0431,0.2584,0.0446,3514,0.1154,true,1,222,Roosevelt Island,453.06,0.0000,covered
36061023804,Census Tract 238.04; New York County; New York,Manhattan,0.0033,0.0614,0.0524,3390,0.0390,true,1,222,Roosevelt Island,422.47,0.0000,covered
36061024200,Census Tract 242; New York County; New York,Manhattan,0.0912,0.1053,0.1764,5603,0.1243,true,1,392,125 St,317.33,0.0000,covered
36061024301,Census Tract 243.01; New York County; New York,Manhattan,0.0909,0.1299,0.0684,4596,0.0964,true,1,148,168 St,531.95,0.0000,covered
36061024500,Census Tract 245; New York County; New York,Manhattan,0.3453,0.1685,0.3933,13985,0.3024,true,1,148,168 St,502.69,0.0000,covered
36061024700,Census Tract 247; New York County; New York,Manhattan,0.1866,0.3104,0.1137,6135,0.2036,true,1,148,168 St,621.20,0.0000,covered
36061024900,Census Tract 249; New York County; New York,Manhattan,0.0185,0.2611,0.0075,1061,0.0957,true,1,148,168 St,315.86,0.0000,covered
36061025100,Census Tract 251; New York County; New York,Manhattan,0.0546,0.1460,0.0708,2698,0.0905,true,2,148,168 St,53.24,0.0000,covered
36061025300,Census Tract 253; New York County; New York,Manhattan,0.1494,0.1871,0.1434,10195,0.1600,true,2,148,168 St,261.60,0.0000,covered
36061025500,Census Tract 255; New York County; New York,Manhattan,0.0791,0.1396,0.0582,5474,0.0923,true,2,147,175 St,415.67,0.0000,covered
36061025700,Census Tract 257; New York County; New York,Manhattan,0.0390,0.0824,0.0678,4601,0.0631,true,1,153,125 St,331.02,0.0000,covered
36061026100,Census Tract 261; New York County; New York,Manhattan,0.2329,0.1488,0.3547,11613,0.2455,true,3,147,175 St,476.29,0.0000,covered
36061026300,Census Tract 263; New York County; New York,Manhattan,0.1424,0.1502,0.2111,7997,0.1679,true,3,147,175 St,197.83,0.0000,covered
36061026500,Census Tract 265; New York County; New York,Manhattan,0.1198,0.1075,0.0785,8036,0.1019,true,2,147,175 St,251.78,0.0000,covered
36061026700,Census Tract 267; New York County; New York,Manhattan,0.0125,0.0755,0.0195,2053,0.0358,true,1,146,181 St,799.65,0.0000,covered
36061026900,Census Tract 269; New York County; New York,Manhattan,0.1179,0.1443,0.1153,7676,0.1258,true,1,146,181 St,601.74,0.0000,covered
36061027100,Census Tract 271; New York County; New York,Manhattan,0.0656,0.1489,0.0936,7583,0.1027,true,2,146,181 St,310.33,0.0000,covered
36061027300,Census Tract 273; New York County; New York,Manhattan,0.0469,0.1171,0.0284,7317,0.0641,true,2,146,181 St,258.57,0.0000,covered
36061027500,Census Tract 275; New York County; New York,Manhattan,0.0625,0.2289,0.0198,3089,0.1037,true,1,146,181 St,381.86,0.0000,covered
36061027700,Census Tract 277; New York County; New York,Manhattan,0.0744,0.2472,0.1396,6698,0.1537,true,1,299,Dyckman St,586.34,0.0000,covered
36061027900,Census Tract 279; New York County; New York,Manhattan,0.1372,0.1163,0.1148,10035,0.1228,true,2,146,181 St,706.00,0.0000,covered
36061028100,Census Tract 281; New York County; New York,Manhattan,0.0220,0.1673,0.0158,3222,0.0684,true,1,146,181 St,650.87,0.0000,covered
36061028300,Census Tract 283; New York County; New York,Manhattan,0.1293,0.2169,0.1327,8132,0.1596,true,1,299,Dyckman St,322.92,0.0000,covered
36061028500,Census Tract 285; New York County; New York,Manhattan,0.1119,0.2180,0.1954,7712,0.1751,true,1,299,Dyckman St,237.20,0.0000,covered
36061028700,Census Tract 287; New York County; New York,Manhattan,0.0273,0.1370,0.0427,4001,0.0690,true,1,299,Dyckman St,632.40,0.0000,covered
36061029100,Census Tract 291; New York County; New York,Manhattan,0.1950,0.1275,0.1775,10831,0.1667,true,2,299,Dyckman St,441.37,0.0000,covered
36061029300,Census Tract 293; New York County; New York,Manhattan,0.1615,0.1211,0.2137,8677,0.1654,true,2,143,Inwood-207 St,239.37,0.0000,covered
36061029500,Census Tract 295; New York County; New York,Manhattan,0.1021,0.1522,0.0501,7542,0.1015,true,2,143,Inwood-207 St,428.34,0.0000,covered
36061029700,Census Tract 297; New York County; New York,Manhattan,0.0000,0.2857,0.0000,14,0.0952,true,1,143,Inwood-207 St,607.33,0.0000,covered
36061029900,Census Tract 299; New York County; New York,Manhattan,0.0882,0.2490,0.0793,3430,0.1388,true,1,143,Inwood-207 St,439.24,0.0000,covered
36061030300,Census Tract 303; New York County; New York,Manhattan,0.0465,0.1834,0.0390,3823,0.0896,true,1,143,Inwood-207 St,165.04,0.0000,covered
36061030700,Census Tract 307; New York County; New York,Manhattan,0.0357,0.1521,0.0076,3906,0.0651,true,1,143,Inwood-207 St,447.11,0.0000,covered
36061031100,Census Tract 311; New York County; New York,Manhattan,0.0000,0.0000,0.0000,0,0.0000,false,0,147,175 St,801.66,0.0000,gap
36061031703,Census Tract 317.03; New York County; New York,Manhattan,0.0451,0.1017,0.0381,5960,0.0616,true,5,328,WTC Cortlandt,466.56,0.0000,covered
36061031704,Census Tract 317.04; New York County; New York,Manhattan,0.0372,0.0809,0.0303,10147,0.0495,true,6,414,Bowling Green,469.04,0.0000,covered
36061031900,Census Tract 319; New York County; New York,Manhattan,0.0000,0.0000,0.0000,0,0.0000,true,2,330,South Ferry,187.83,0.0000,covered
